Year	CPS_R-FDR_longcalib	PCR_R-FDR_longcalib	M08_R-FDR_longcalib	PAI_R-FDR_longcalib	OIE_R-FDR_longcalib	BHM_R-FDR_longcalib	LMR_R-FDR_longcalib
1875	-0.3173	-0.3069	-0.2937	-0.3081	-0.2752	-0.2518	-0.263
1876	-0.3623	-0.2994	-0.2888	-0.3419	-0.3398	-0.2258	-0.3178
1877	-0.3293	-0.1949	0.0817	-0.3129	-0.3057	-0.2053	-0.1966
1878	-0.2413	-0.1514	-0.0425	-0.2497	-0.2934	-0.159	-0.1016
1879	-0.2878	-0.2689	-0.2543	-0.3859	-0.3258	-0.3003	-0.2472
1880	-0.3818	-0.3539	-0.2187	-0.5391	-0.3419	-0.328	-0.3552
1881	-0.3418	-0.2969	-0.1389	-0.4455	-0.3348	-0.267	-0.3292
1882	-0.2843	-0.2629	-0.3248	-0.3496	-0.2885	-0.1933	-0.3292
1883	-0.3643	-0.3339	-0.3002	-0.3267	-0.3756	-0.0933	-0.3799
1884	-0.4533	-0.3879	-0.4902	-0.4583	-0.4609	-0.2594	-0.4956
1885	-0.3973	-0.3519	-0.4377	-0.4319	-0.4248	-0.3271	-0.4134
1886	-0.3103	-0.3339	-0.424	-0.256	-0.3013	-0.3392	-0.2676
1887	-0.4143	-0.3909	-0.4056	-0.3784	-0.4444	-0.3184	-0.3534
1888	-0.3363	-0.2794	-0.1847	-0.3141	-0.3368	-0.2183	-0.2601
1889	-0.2618	-0.2319	-0.2688	-0.2195	-0.2944	-0.1899	-0.2026
1890	-0.3203	-0.3199	-0.3983	-0.3729	-0.3168	-0.2168	-0.3117
1891	-0.2698	-0.2499	-0.3042	-0.3231	-0.2727	-0.2808	-0.2726
1892	-0.3693	-0.3904	-0.4888	-0.3873	-0.377	-0.3837	-0.3528
1893	-0.3383	-0.3734	-0.3518	-0.3769	-0.3229	-0.4025	-0.3233
1894	-0.2598	-0.3099	-0.3835	-0.3041	-0.2994	-0.2951	-0.2539
1895	-0.2888	-0.2919	-0.2661	-0.283	-0.3229	-0.3239	-0.2864
1896	-0.2663	-0.2369	-0.1443	-0.2505	-0.2956	-0.1859	-0.2072
1897	-0.2003	-0.2099	-0.2333	-0.1845	-0.2499	-0.1269	-0.1863
1898	-0.2308	-0.2399	-0.3966	-0.2033	-0.3019	-0.1614	-0.2063
1899	-0.3558	-0.2944	-0.1948	-0.4162	-0.3774	-0.1891	-0.3225
1900	-0.2378	-0.1919	-0.141	-0.2572	-0.3024	-0.0823	-0.2022
1901	-0.2063	-0.1799	-0.2085	-0.1503	-0.275	-0.1196	-0.221
1902	-0.3363	-0.2834	-0.334	-0.2959	-0.3693	-0.2264	-0.3241
1903	-0.3423	-0.2914	-0.5054	-0.3497	-0.3598	-0.25	-0.3036
1904	-0.3293	-0.3079	-0.4304	-0.2665	-0.3719	-0.2032	-0.3047
1905	-0.3388	-0.2749	-0.2455	-0.3924	-0.4233	-0.1696	-0.3144
1906	-0.2983	-0.2939	-0.2507	-0.323	-0.3149	-0.2071	-0.302
1907	-0.3838	-0.3839	-0.3935	-0.4016	-0.3969	-0.1592	-0.4305
1908	-0.2683	-0.3139	-0.4525	-0.1865	-0.3653	-0.2183	-0.3575
1909	-0.3013	-0.3869	-0.4347	-0.3176	-0.3869	-0.4361	-0.4179
1910	-0.3173	-0.4349	-0.4845	-0.3302	-0.4185	-0.4138	-0.3923
1911	-0.3143	-0.3259	-0.387	-0.3333	-0.3491	-0.3479	-0.3106
1912	-0.3523	-0.3434	-0.4251	-0.4102	-0.3587	-0.3256	-0.3648
1913	-0.3193	-0.3139	-0.2742	-0.4085	-0.3373	-0.2712	-0.3205
1914	-0.2623	-0.2494	-0.1672	-0.3389	-0.3109	-0.2433	-0.2616
1915	-0.2188	-0.1924	-0.1414	-0.2734	-0.2591	-0.2665	-0.2134
1916	-0.2578	-0.3039	-0.4578	-0.3434	-0.2965	-0.4404	-0.3581
1917	-0.2798	-0.3359	-0.3928	-0.3248	-0.3101	-0.4217	-0.4208
1918	-0.2903	-0.2569	-0.241	-0.3116	-0.2827	-0.3143	-0.3135
1919	-0.2308	-0.2254	-0.2486	-0.2643	-0.256	-0.3405	-0.1973
1920	-0.2383	-0.2369	-0.1961	-0.2044	-0.2066	-0.284	-0.2783
1921	-0.1903	-0.2294	-0.1783	-0.2357	-0.1834	-0.2938	-0.1984
1922	-0.1433	-0.1979	-0.2648	-0.1115	-0.1938	-0.264	-0.2117
1923	-0.1713	-0.1694	-0.1764	-0.2378	-0.1711	-0.2658	-0.1953
1924	-0.1128	-0.1489	-0.2494	-0.0621	-0.1609	-0.2354	-0.2115
1925	-0.1593	-0.1504	-0.0723	-0.0641	-0.1644	-0.1654	-0.2159
1926	-0.1183	-0.1009	-0.1106	-0.0734	-0.1749	-0.2238	-0.1674
1927	-0.1833	-0.1909	-0.0909	-0.1729	-0.1524	-0.2284	-0.1952
1928	-0.1563	-0.1799	-0.2152	-0.1698	-0.169	-0.2852	-0.1543
1929	-0.1673	-0.1569	-0.2443	-0.1837	-0.1648	-0.2511	-0.1573
1930	-0.0563	1e-04	-0.0474	-0.0706	-0.0976	-0.0739	-0.0358
1931	-0.1003	-0.0689	-0.0041	-0.0561	-0.1427	-0.0893	-0.0577
1932	-0.1183	-0.1194	-0.1172	-0.0488	-0.162	-0.1149	-0.0542
1933	-0.0923	-0.1259	-0.2183	-0.0424	-0.1301	-0.1787	-0.1025
1934	-0.0123	-0.0339	-0.0498	0.0447	-0.0432	-0.1164	-0.0356
1935	-0.0283	-0.0449	-0.1693	0.0234	-0.0735	-0.1266	-0.0192
1936	-0.0508	-0.0369	-0.0077	0.0392	-0.0339	-0.0499	0.0171
1937	-0.0103	6e-04	0.1	-0.0166	-0.0385	0.0744	-0.0055
1938	-0.0453	-0.0304	0.0112	0.0806	-0.01	0.0703	-0.0245
1939	-0.0178	-0.0029	0.0784	0.1485	0.0081	0.0467	0.0659
1940	-0.0313	0.0526	0.1214	0.1875	0.015	0.112	0.1043
1941	-0.0903	-0.0139	0.1348	-0.0556	-0.0412	0.1227	0.0025
1942	0.0072	0.0426	0.0279	0.0725	-0.0055	0.0564	0.0771
1943	-0.0153	-0.0049	0.1614	0.0373	-0.0386	0.0908	-0.0252
1944	-0.0373	1e-04	0.1416	-0.0015	-0.0498	0.0673	0.002
1945	0.0487	0.0501	0.0747	0.1036	0.0359	0.0507	0.0104
1946	0.0022	0.0261	-0.0277	0.0697	-0.0547	-0.0201	-0.018
1947	-0.0483	-0.0374	0.0242	-0.0264	-0.0101	-0.0133	-0.0821
1948	0.0172	0.0211	-0.0246	-0.005	0.0146	-0.047	-0.0663
1949	-0.0458	-0.0689	-0.1166	-0.1041	-0.0247	-0.0759	-0.0646
1950	0.0507	0.0251	-0.1662	0.0854	0.0639	-0.0648	0.0463
1951	0.0047	0.0371	0.1276	0.0032	-0.0083	0.0928	0.0196
1952	-0.0023	0.0016	0.1001	0.0094	-0.0294	0.0438	0.0914
1953	0.0647	0.0796	0.0979	0.0681	0.026	0.0269	0.0501
1954	0.0617	0.0571	-0.0438	0.0504	-0.0139	0.0365	0.0169
1955	0.0757	0.0311	-0.134	0.1751	0.0363	-0.0609	0.0201
1956	-0.0123	-0.0749	-0.141	-0.0458	-0.0585	-0.1303	-0.0609
1957	0.0502	0.0611	0.1337	0.0488	0.083	0.0493	0.0313
1958	0.0527	0.0696	0.0403	-0.0019	0.1029	0.1121	0.0957
1959	0.0797	0.0241	0.0156	0.0689	0.0366	0.0378	-0.0023
1960	0.0757	0.0471	0.0441	0.1511	0.0684	0.083	0.0795
1961	-0.0118	-0.0264	0.0848	0.0963	-1e-04	0.0108	0.0249
1962	0.0027	-0.0079	0.0245	-0.0358	0.0165	-4e-04	0.0192
1963	0.0677	0.0501	0.0466	0.0621	0.0383	0.0322	-0.0073
1964	-0.0363	-0.0439	-0.1805	-0.0467	-0.0153	-0.1074	-0.149
1965	-0.0353	-0.0274	-0.0881	-0.0855	-0.0189	-0.1014	-0.1134
1966	0.0322	0.0186	-0.0361	0.0772	-0.0374	-0.0374	-0.0104
1967	0.0237	-0.0149	0.0164	0.0353	-6e-04	-0.018	-0.0418
1968	-0.0643	-0.0609	-0.0389	-0.1202	-0.0333	-0.0066	-0.0964
1969	0.0687	0.0571	0.1284	0.0915	0.0338	0.0965	0.052
1970	-0.0073	-0.0469	-0.0338	0.0283	-0.0041	-0.0495	-0.004
1971	-0.0688	-0.1089	-0.1128	-0.0365	-0.016	-0.1152	-0.035
1972	-0.0293	-0.0149	0.0727	-0.1391	0.0166	-0.0253	0.0255
1973	0.0087	-0.0489	-0.0109	-0.0673	0.0504	-0.1062	0.0137
1974	0.0077	-0.0229	-0.0497	-0.1156	0.0411	-0.078	-0.0199
1975	-0.0163	-0.0849	-0.1375	-0.1597	-0.0235	-0.1445	-0.1921
1976	0.0427	0.0471	-0.0969	-0.065	0.0326	-0.0163	0.0334
1977	0.0942	0.1056	0.0909	0.0357	0.0807	0.0548	0.1053
1978	0.0062	0.0366	-0.0192	-0.0414	0.0093	0.0557	0.042
1979	0.1277	0.1631	0.1515	0.1418	0.1579	0.1656	0.164
1980	0.1567	0.1901	0.2108	0.0478	0.1817	0.2071	0.1535
1981	0.1307	0.1356	0.1411	0.0591	0.1875	0.2299	0.1235
1982	0.0867	0.1351	0.1313	0.0223	0.0965	0.2603	0.121
1983	0.0757	0.0841	0.1758	0.0748	0.0991	0.1595	0.1335
1984	0.0607	0.0441	0.0431	-4e-04	0.0874	0.1077	0.0742
1985	0.0072	-0.0289	0.0725	0.0065	0.0674	0.152	0.089
1986	0.1092	0.1016	0.085	0.0708	0.1206	0.2361	0.1447
1987	0.0597	0.1061	0.2643	0.0134	0.11	0.2419	0.1392
1988	0.2182	0.2231	0.2035	0.2508	0.2329	0.2895	0.2506
1989	0.2237	0.2171	0.2277	0.2369	0.2879	0.2856	0.2551
1990	0.2372	0.2581	0.3291	0.2279	0.3071	0.3502	0.3122
1991	0.2727	0.3171	0.3457	0.3325	0.3161	0.3698	0.3559
1992	0.2257	0.2461	0.1213	0.161	0.2818	0.2898	0.2433
1993	0.1952	0.2241	0.1408	0.1292	0.2029	0.3214	0.2413
1994	0.3787	0.4101	0.3314	0.3703	0.3326	0.4878	0.4322
1995	0.2717	0.2841	0.3358	0.1085	0.2222	0.4039	0.3193
1996	0.3537	0.3341	0.2771	0.1898	0.2574	0.4431	0.222
1997	0.2967	0.3601	0.4979	0.2811	0.3076	0.6538	0.2145
1998	0.4652	0.5391	0.5308	0.3789	0.466	0.7249	0.3672
1999	0.3457	0.3341	0.3281	0.3561	0.3121	0.4341	0.2377
2000	0.2887	0.3001	0.3752	0.3302	0.2837	0.4285	0.1906
